,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
5,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,231,신대방역,0,0,SUN,08,20,"[6, 6, 15, 9, 15, 13, 12, 6, 11, 6]"
5,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,231,신대방역,0,0,SUN,08,30,"[6, 6, 13, 9, 16, 12, 14, 7, 11, 5]"
5,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,231,신대방역,0,0,SUN,08,40,"[6, 5, 12, 9, 16, 13, 14, 8, 10, 6]"
5,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,231,신대방역,0,0,SUN,08,50,"[6, 6, 12, 9, 16, 13, 14, 8, 10, 6]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,SUN,08,00,"[8, 10, 8, 13, 12, 17, 10, 11, 6, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,SUN,08,10,"[8, 10, 8, 13, 12, 17, 11, 11, 6, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,SUN,08,20,"[8, 10, 8, 12, 12, 17, 11, 11, 6, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,SUN,08,30,"[8, 10, 8, 12, 12, 17, 11, 11, 6, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,SUN,08,40,"[8, 11, 5, 10, 9, 17, 10, 15, 6, 7]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,SUN,08,50,"[6, 10, 6, 9, 10, 18, 10, 18, 7, 6]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,SUN,08,00,"[5, 7, 17, 11, 15, 12, 10, 7, 10, 7]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,SUN,08,10,"[6, 6, 15, 9, 15, 13, 11, 7, 10, 7]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,SUN,08,20,"[6, 7, 15, 9, 16, 13, 11, 7, 10, 6]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,SUN,08,30,"[6, 6, 14, 11, 15, 12, 12, 8, 10, 6]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,SUN,08,40,"[6, 6, 13, 10, 15, 13, 12, 8, 10, 7]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,SUN,08,50,"[6, 7, 13, 10, 16, 13, 12, 7, 10, 7]"
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,SUN,08,00,"[5, 7, 17, 11, 15, 12, 10, 7, 10, 7]"
